,Fx,Fy,Fz,Tx,Ty,Tz
929,1,1,1,1,1,1
929.1,1,1,1,1,1,1
929.2,1,1,1,1,1,1
929.3,1,1,1,1,1,1
929.4,1,1,1,1,1,1
929.5,1,1,1,1,1,1
929.6,1,1,1,1,1,1
929.7,1,1,1,1,1,1
929.8,1,1,1,1,1,1
929.9,1,1,1,1,1,1
930,1,1,1,1,1,1
930.1,1,1,1,1,1,1
930.2,1,1,1,1,1,1
930.3,1,1,1,1,1,1
930.4,1,1,1,1,1,1
930.5,1,1,1,1,1,1
930.6,1,1,1,1,1,1
930.7,1,1,1,1,1,1
930.8,1,1,1,1,1,1
930.9,1,1,1,1,1,1
931,1,1,1,1,1,1
931.1,1,1,1,1,1,1
931.2,1,1,1,1,1,1
931.3,1,1,1,1,1,1
931.4,1,1,1,1,1,1
931.5,1,1,1,1,1,1
931.6,1,1,1,1,1,1
931.7,1,1,1,1,1,1
931.8,1,1,1,1,1,1
931.9,1,1,1,1,1,1
932,1,1,1,1,1,1
932.1,1,1,1,1,1,1
932.2,1,1,1,1,1,1
932.3,1,1,1,1,1,1
932.4,1,1,1,1,1,1
932.5,1,1,1,1,1,1
932.6,1,1,1,1,1,1
932.7,1,1,1,1,1,1
932.8,1,1,1,1,1,1
932.9,1,1,1,1,1,1
933,1,1,1,1,1,1
933.1,1,1,1,1,1,1
933.2,1,1,1,1,1,1
933.3,1,1,1,1,1,1
933.4,1,1,1,1,1,1
933.5,1,1,1,1,1,1
933.6,1,1,1,1,1,1
933.7,1,1,1,1,1,1
933.8,1,1,1,1,1,1
933.9,1,1,1,1,1,1
934,1,1,1,1,1,1
934.1,1,1,1,1,1,1
934.2,1,1,1,1,1,1
934.3,1,1,1,1,1,1
934.4,1,1,1,1,1,1
934.5,1,1,1,1,1,1
934.6,1,1,1,1,1,1
934.7,1,1,1,1,1,1
934.8,1,1,1,1,1,1
934.9,1,1,1,1,1,1
935,1,1,1,1,1,1
935.1,1,1,1,1,1,1
935.2,1,1,1,1,1,1
935.3,1,1,1,1,1,1
935.4,1,1,1,1,1,1
935.5,1,1,1,1,1,1
935.6,1,1,1,1,1,1
935.7,1,1,1,1,1,1
935.8,1,1,1,1,1,1
935.9,1,1,1,1,1,1
936,1,1,1,1,1,1
936.1,1,1,1,1,1,1
936.2,1,1,1,1,1,1
936.3,1,1,1,1,1,1
936.4,1,1,1,1,1,1
936.5,1,1,1,1,1,1
936.6,1,1,1,1,1,1
936.7,1,1,1,1,1,1
936.8,1,1,1,1,1,1
936.9,1,1,1,1,1,1
937,1,1,1,1,1,1
937.1,1,1,1,1,1,1
937.2,1,1,1,1,1,1
937.3,1,1,1,1,1,1
937.4,1,1,1,1,1,1
937.5,1,1,1,1,1,1
937.6,1,1,1,1,1,1
937.7,1,1,1,1,1,1
937.8,1,1,1,1,1,1
937.9,1,1,1,1,1,1
938,1,1,1,1,1,1
938.1,1,1,1,1,1,1
938.2,1,1,1,1,1,1
938.3,1,1,1,1,1,1
938.4,1,1,1,1,1,1
938.5,1,1,1,1,1,1
938.6,1,1,1,1,1,1
938.7,1,1,1,1,1,1
938.8,1,1,1,1,1,1
938.9,1,1,1,1,1,1
939,1,1,1,1,1,1
939.1,1,1,1,1,1,1
939.2,1,1,1,1,1,1
939.3,1,1,1,1,1,1
939.4,1,1,1,1,1,1
939.5,1,1,1,1,1,1
939.6,1,1,1,1,1,1
939.7,1,1,1,1,1,1
939.8,1,1,1,1,1,1
939.9,1,1,1,1,1,1
940,1,1,1,1,1,1
940.1,1,1,1,1,1,1
940.2,1,1,1,1,1,1
940.3,1,1,1,1,1,1
940.4,1,1,1,1,1,1
940.5,1,1,1,1,1,1
940.6,1,1,1,1,1,1
940.7,1,1,1,1,1,1
940.8,1,1,1,1,1,1
940.9,1,1,1,1,1,1
941,1,1,1,1,1,1
941.1,1,1,1,1,1,1
941.2,1,1,1,1,1,1
941.3,1,1,1,1,1,1
941.4,1,1,1,1,1,1
941.5,1,1,1,1,1,1
941.6,1,1,1,1,1,1
941.7,1,1,1,1,1,1
941.8,1,1,1,1,1,1
941.9,1,1,1,1,1,1
942,1,1,1,1,1,1
942.1,1,1,1,1,1,1
942.2,1,1,1,1,1,1
942.3,1,1,1,1,1,1
942.4,1,1,1,1,1,1
942.5,1,1,1,1,1,1
942.6,1,1,1,1,1,1
942.7,1,1,1,1,1,1
942.8,1,1,1,1,1,1
942.9,1,1,1,1,1,1
943,1,1,1,1,1,1
943.1,1,1,1,1,1,1
943.2,1,1,1,1,1,1
943.3,1,1,1,1,1,1
943.4,1,1,1,1,1,1
943.5,1,1,1,1,1,1
943.6,1,1,1,1,1,1
943.7,1,1,1,1,1,1
943.8,1,1,1,1,1,1
943.9,1,1,1,1,1,1
944,1,1,1,1,1,1
944.1,1,1,1,1,1,1
944.2,1,1,1,1,1,1
944.3,1,1,1,1,1,1
944.4,1,1,1,1,1,1
944.5,1,1,1,1,1,1
944.6,1,1,1,1,1,1
944.7,1,1,1,1,1,1
944.8,1,1,1,1,1,1
944.9,1,1,1,1,1,1
945,1,1,1,1,1,1
945.1,1,1,1,1,1,1
945.2,1,1,1,1,1,1
945.3,1,1,1,1,1,1
945.4,1,1,1,1,1,1
945.5,1,1,1,1,1,1
945.6,1,1,1,1,1,1
945.7,1,1,1,1,1,1
945.8,1,1,1,1,1,1
945.9,1,1,1,1,1,1
946,1,1,1,1,1,1
946.1,1,1,1,1,1,1
946.2,1,1,1,1,1,1
946.3,1,1,1,1,1,1
946.4,1,1,1,1,1,1
946.5,1,1,1,1,1,1
946.6,1,1,1,1,1,1
946.7,1,1,1,1,1,1
946.8,1,1,1,1,1,1
946.9,1,1,1,1,1,1
947,1,1,1,1,1,1
947.1,1,1,1,1,1,1
947.2,1,1,1,1,1,1
947.3,1,1,1,1,1,1
947.4,1,1,1,1,1,1
947.5,1,1,1,1,1,1
947.6,1,1,1,1,1,1
947.7,1,1,1,1,1,1
947.8,1,1,1,1,1,1
947.9,1,1,1,1,1,1
948,1,1,1,1,1,1
948.1,1,1,1,1,1,1
948.2,1,1,1,1,1,1
948.3,1,1,1,1,1,1
948.4,1,1,1,1,1,1
948.5,1,1,1,1,1,1
948.6,1,1,1,1,1,1
948.7,1,1,1,1,1,1
948.8,1,1,1,1,1,1
948.9,1,1,1,1,1,1
949,1,1,1,1,1,1
949.1,1,1,1,1,1,1
949.2,1,1,1,1,1,1
949.3,1,1,1,1,1,1
949.4,1,1,1,1,1,1
949.5,1,1,1,1,1,1
949.6,1,1,1,1,1,1
949.7,1,1,1,1,1,1
949.8,1,1,1,1,1,1
949.9,1,1,1,1,1,1
950,1,1,1,1,1,1
950.1,1,1,1,1,1,1
950.2,1,1,1,1,1,1
950.3,1,1,1,1,1,1
950.4,1,1,1,1,1,1
950.5,1,1,1,1,1,1
950.6,1,1,1,1,1,1
950.7,1,1,1,1,1,1
950.8,1,1,1,1,1,1
950.9,1,1,1,1,1,1
951,1,1,1,1,1,1
951.1,1,1,1,1,1,1
951.2,1,1,1,1,1,1
951.3,1,1,1,1,1,1
951.4,1,1,1,1,1,1
951.5,1,1,1,1,1,1
951.6,1,1,1,1,1,1
951.7,1,1,1,1,1,1
951.8,1,1,1,1,1,1
951.9,1,1,1,1,1,1
952,1,1,1,1,1,1
952.1,1,1,1,1,1,1
952.2,1,1,1,1,1,1
952.3,1,1,1,1,1,1
952.4,1,1,1,1,1,1
952.5,1,1,1,1,1,1
952.6,1,1,1,1,1,1
952.7,1,1,1,1,1,1
952.8,1,1,1,1,1,1
952.9,1,1,1,1,1,1
953,1,1,1,1,1,1
953.1,1,1,1,1,1,1
953.2,1,1,1,1,1,1
953.3,1,1,1,1,1,1
953.4,1,1,1,1,1,1
953.5,1,1,1,1,1,1
953.6,1,1,1,1,1,1
953.7,1,1,1,1,1,1
953.8,1,1,1,1,1,1
953.9,1,1,1,1,1,1
954,1,1,1,1,1,1
954.1,1,1,1,1,1,1
954.2,1,1,1,1,1,1
954.3,1,1,1,1,1,1
954.4,1,1,1,1,1,1
954.5,1,1,1,1,1,1
954.6,1,1,1,1,1,1
954.7,1,1,1,1,1,1
954.8,1,1,1,1,1,1
954.9,1,1,1,1,1,1
955,1,1,1,1,1,1
955.1,1,1,1,1,1,1
955.2,1,1,1,1,1,1
955.3,1,1,1,1,1,1
955.4,1,1,1,1,1,1
955.5,1,1,1,1,1,1
955.6,1,1,1,1,1,1
955.7,1,1,1,1,1,1
955.8,1,1,1,1,1,1
955.9,1,1,1,1,1,1
956,1,1,1,1,1,1
956.1,1,1,1,1,1,1
956.2,1,1,1,1,1,1
956.3,1,1,1,1,1,1
956.4,1,1,1,1,1,1
956.5,1,1,1,1,1,1
956.6,1,1,1,1,1,1
956.7,1,1,1,1,1,1
956.8,1,1,1,1,1,1
956.9,1,1,1,1,1,1
957,1,1,1,1,1,1
957.1,1,1,1,1,1,1
957.2,1,1,1,1,1,1
957.3,1,1,1,1,1,1
957.4,1,1,1,1,1,1
957.5,1,1,1,1,1,1
957.6,1,1,1,1,1,1
957.7,1,1,1,1,1,1
957.8,1,1,1,1,1,1
957.9,1,1,1,1,1,1
958,1,1,1,1,1,1
958.1,1,1,1,1,1,1
958.2,1,1,1,1,1,1
958.3,1,1,1,1,1,1
958.4,1,1,1,1,1,1
958.5,1,1,1,1,1,1
958.6,1,1,1,1,1,1
958.7,1,1,1,1,1,1
958.8,1,1,1,1,1,1
958.9,1,1,1,1,1,1
959,1,1,1,1,1,1
959.1,1,1,1,1,1,1
959.2,1,1,1,1,1,1
959.3,1,1,1,1,1,1
959.4,1,1,1,1,1,1
959.5,1,1,1,1,1,1
959.6,1,1,1,1,1,1
959.7,1,1,1,1,1,1
959.8,1,1,1,1,1,1
959.9,1,1,1,1,1,1
960,1,1,1,1,1,1
960.1,1,1,1,1,1,1
960.2,1,1,1,1,1,1
960.3,1,1,1,1,1,1
960.4,1,1,1,1,1,1
960.5,1,1,1,1,1,1
960.6,1,1,1,1,1,1
960.7,1,1,1,1,1,1
960.8,1,1,1,1,1,1
960.9,1,1,1,1,1,1
961,1,1,1,1,1,1
961.1,1,1,1,1,1,1
961.2,1,1,1,1,1,1
961.3,1,1,1,1,1,1
961.4,1,1,1,1,1,1
961.5,1,1,1,1,1,1
961.6,1,1,1,1,1,1
961.7,1,1,1,1,1,1
961.8,1,1,1,1,1,1
961.9,1,1,1,1,1,1
962,1,1,1,1,1,1
962.1,1,1,1,1,1,1
962.2,1,1,1,1,1,1
962.3,1,1,1,1,1,1
962.4,1,1,1,1,1,1
962.5,1,1,1,1,1,1
962.6,1,1,1,1,1,1
962.7,1,1,1,1,1,1
962.8,1,1,1,1,1,1
962.9,1,1,1,1,1,1
963,1,1,1,1,1,1
963.1,1,1,1,1,1,1
963.2,1,1,1,1,1,1
963.3,1,1,1,1,1,1
963.4,1,1,1,1,1,1
963.5,1,1,1,1,1,1
963.6,1,1,1,1,1,1
963.7,1,1,1,1,1,1
963.8,1,1,1,1,1,1
963.9,1,1,1,1,1,1
964,1,1,1,1,1,1
964.1,1,1,1,1,1,1
964.2,1,1,1,1,1,1
964.3,1,1,1,1,1,1
964.4,1,1,1,1,1,1
964.5,1,1,1,1,1,1
964.6,1,1,1,1,1,1
964.7,1,1,1,1,1,1
964.8,1,1,1,1,1,1
964.9,1,1,1,1,1,1
965,1,1,1,1,1,1
965.1,1,1,1,1,1,1
965.2,1,1,1,1,1,1
965.3,1,1,1,1,1,1
965.4,1,1,1,1,1,1
965.5,1,1,1,1,1,1
965.6,1,1,1,1,1,1
965.7,1,1,1,1,1,1
965.8,1,1,1,1,1,1
965.9,1,1,1,1,1,1
966,1,1,1,1,1,1
966.1,1,1,1,1,1,1
966.2,1,1,1,1,1,1
966.3,1,1,1,1,1,1
966.4,1,1,1,1,1,1
966.5,1,1,1,1,1,1
966.6,1,1,1,1,1,1
966.7,1,1,1,1,1,1
966.8,1,1,1,1,1,1
966.9,1,1,1,1,1,1
967,1,1,1,1,1,1
967.1,1,1,1,1,1,1
967.2,1,1,1,1,1,1
967.3,1,1,1,1,1,1
967.4,1,1,1,1,1,1
967.5,1,1,1,1,1,1
967.6,1,1,1,1,1,1
967.7,1,1,1,1,1,1
967.8,1,1,1,1,1,1
967.9,1,1,1,1,1,1
968,1,1,1,1,1,1
968.1,1,1,1,1,1,1
968.2,1,1,1,1,1,1
968.3,1,1,1,1,1,1
968.4,1,1,1,1,1,1
968.5,1,1,1,1,1,1
968.6,1,1,1,1,1,1
968.7,1,1,1,1,1,1
968.8,1,1,1,1,1,1
968.9,1,1,1,1,1,1
969,1,1,1,1,1,1
969.1,1,1,1,1,1,1
969.2,1,1,1,1,1,1
969.3,1,1,1,1,1,1
969.4,1,1,1,1,1,1
969.5,1,1,1,1,1,1
969.6,1,1,1,1,1,1
969.7,1,1,1,1,1,1
969.8,1,1,1,1,1,1
969.9,1,1,1,1,1,1
970,1,1,1,1,1,1
970.1,1,1,1,1,1,1
970.2,1,1,1,1,1,1
970.3,1,1,1,1,1,1
970.4,1,1,1,1,1,1
970.5,1,1,1,1,1,1
970.6,1,1,1,1,1,1
970.7,1,1,1,1,1,1
970.8,1,1,1,1,1,1
970.9,1,1,1,1,1,1
971,1,1,1,1,1,1
971.1,1,1,1,1,1,1
971.2,1,1,1,1,1,1
971.3,1,1,1,1,1,1
971.4,1,1,1,1,1,1
971.5,1,1,1,1,1,1
971.6,1,1,1,1,1,1
971.7,1,1,1,1,1,1
971.8,1,1,1,1,1,1
971.9,1,1,1,1,1,1
972,1,1,1,1,1,1
972.1,1,1,1,1,1,1
972.2,1,1,1,1,1,1
972.3,1,1,1,1,1,1
972.4,1,1,1,1,1,1
972.5,1,1,1,1,1,1
972.6,1,1,1,1,1,1
972.7,1,1,1,1,1,1
972.8,1,1,1,1,1,1
972.9,1,1,1,1,1,1
973,1,1,1,1,1,1
973.1,1,1,1,1,1,1
973.2,1,1,1,1,1,1
973.3,1,1,1,1,1,1
973.4,1,1,1,1,1,1
973.5,1,1,1,1,1,1
973.6,1,1,1,1,1,1
973.7,1,1,1,1,1,1
973.8,1,1,1,1,1,1
973.9,1,1,1,1,1,1
974,1,1,1,1,1,1
974.1,1,1,1,1,1,1
974.2,1,1,1,1,1,1
974.3,1,1,1,1,1,1
974.4,1,1,1,1,1,1
974.5,1,1,1,1,1,1
974.6,1,1,1,1,1,1
974.7,1,1,1,1,1,1
974.8,1,1,1,1,1,1
974.9,1,1,1,1,1,1
975,1,1,1,1,1,1
975.1,1,1,1,1,1,1
975.2,1,1,1,1,1,1
975.3,1,1,1,1,1,1
975.4,1,1,1,1,1,1
975.5,1,1,1,1,1,1
975.6,1,1,1,1,1,1
975.7,1,1,1,1,1,1
975.8,1,1,1,1,1,1
975.9,1,1,1,1,1,1
976,1,1,1,1,1,1
976.1,1,1,1,1,1,1
976.2,1,1,1,1,1,1
976.3,1,1,1,1,1,1
976.4,1,1,1,1,1,1
976.5,1,1,1,1,1,1
976.6,1,1,1,1,1,1
976.7,1,1,1,1,1,1
976.8,1,1,1,1,1,1
976.9,1,1,1,1,1,1
977,1,1,1,1,1,1
977.1,1,1,1,1,1,1
977.2,1,1,1,1,1,1
977.3,1,1,1,1,1,1
977.4,1,1,1,1,1,1
977.5,1,1,1,1,1,1
977.6,1,1,1,1,1,1
977.7,1,1,1,1,1,1
977.8,1,1,1,1,1,1
977.9,1,1,1,1,1,1
978,1,1,1,1,1,1
978.1,1,1,1,1,1,1
978.2,1,1,1,1,1,1
978.3,1,1,1,1,1,1
978.4,1,1,1,1,1,1
978.5,1,1,1,1,1,1
978.6,1,1,1,1,1,1
978.7,1,1,1,1,1,1
978.8,1,1,1,1,1,1
978.9,1,1,1,1,1,1
979,1,1,1,1,1,1
979.1,1,1,1,1,1,1
979.2,1,1,1,1,1,1
979.3,1,1,1,1,1,1
979.4,1,1,1,1,1,1
979.5,1,1,1,1,1,1
979.6,1,1,1,1,1,1
979.7,1,1,1,1,1,1
979.8,1,1,1,1,1,1
979.9,1,1,1,1,1,1
980,1,1,1,1,1,1
980.1,1,1,1,1,1,1
980.2,1,1,1,1,1,1
980.3,1,1,1,1,1,1
980.4,1,1,1,1,1,1
980.5,1,1,1,1,1,1
980.6,1,1,1,1,1,1
980.7,1,1,1,1,1,1
980.8,1,1,1,1,1,1
980.9,1,1,1,1,1,1
981,1,1,1,1,1,1
981.1,1,1,1,1,1,1
981.2,1,1,1,1,1,1
981.3,1,1,1,1,1,1
981.4,1,1,1,1,1,1
981.5,1,1,1,1,1,1
981.6,1,1,1,1,1,1
981.7,1,1,1,1,1,1
981.8,1,1,1,1,1,1
981.9,1,1,1,1,1,1
982,1,1,1,1,1,1
982.1,1,1,1,1,1,1
982.2,1,1,1,1,1,1
982.3,1,1,1,1,1,1
982.4,1,1,1,1,1,1
982.5,1,1,1,1,1,1
982.6,1,1,1,1,1,1
982.7,1,1,1,1,1,1
982.8,1,1,1,1,1,1
982.9,1,1,1,1,1,1
983,1,1,1,1,1,1
983.1,1,1,1,1,1,1
983.2,1,1,1,1,1,1
983.3,1,1,1,1,1,1
983.4,1,1,1,1,1,1
983.5,1,1,1,1,1,1
983.6,1,1,1,1,1,1
983.7,1,1,1,1,1,1
983.8,1,1,1,1,1,1
983.9,1,1,1,1,1,1
984,1,1,1,1,1,1
984.1,1,1,1,1,1,1
984.2,1,1,1,1,1,1
984.3,1,1,1,1,1,1
984.4,1,1,1,1,1,1
984.5,1,1,1,1,1,1
984.6,1,1,1,1,1,1
984.7,1,1,1,1,1,1
984.8,1,1,1,1,1,1
984.9,1,1,1,1,1,1
985,1,1,1,1,1,1
985.1,1,1,1,1,1,1
985.2,1,1,1,1,1,1
985.3,1,1,1,1,1,1
985.4,1,1,1,1,1,1
985.5,1,1,1,1,1,1
985.6,1,1,1,1,1,1
985.7,1,1,1,1,1,1
985.8,1,1,1,1,1,1
985.9,1,1,1,1,1,1
986,1,1,1,1,1,1
986.1,1,1,1,1,1,1
986.2,1,1,1,1,1,1
986.3,1,1,1,1,1,1
986.4,1,1,1,1,1,1
986.5,1,1,1,1,1,1
986.6,1,1,1,1,1,1
986.7,1,1,1,1,1,1
986.8,1,1,1,1,1,1
986.9,1,1,1,1,1,1
987,1,1,1,1,1,1
987.1,1,1,1,1,1,1
987.2,1,1,1,1,1,1
987.3,1,1,1,1,1,1
987.4,1,1,1,1,1,1
987.5,1,1,1,1,1,1
987.6,1,1,1,1,1,1
987.7,1,1,1,1,1,1
987.8,1,1,1,1,1,1
987.9,1,1,1,1,1,1
988,1,1,1,1,1,1
988.1,1,1,1,1,1,1
988.2,1,1,1,1,1,1
988.3,1,1,1,1,1,1
988.4,1,1,1,1,1,1
988.5,1,1,1,1,1,1
988.6,1,1,1,1,1,1
988.7,1,1,1,1,1,1
988.8,1,1,1,1,1,1
988.9,1,1,1,1,1,1
989,1,1,1,1,1,1
989.1,1,1,1,1,1,1
989.2,1,1,1,1,1,1
989.3,1,1,1,1,1,1
989.4,1,1,1,1,1,1
989.5,1,1,1,1,1,1
989.6,1,1,1,1,1,1
989.7,1,1,1,1,1,1
989.8,1,1,1,1,1,1
989.9,1,1,1,1,1,1
990,1,1,1,1,1,1
990.1,1,1,1,1,1,1
990.2,1,1,1,1,1,1
990.3,1,1,1,1,1,1
990.4,1,1,1,1,1,1
990.5,1,1,1,1,1,1
990.6,1,1,1,1,1,1
990.7,1,1,1,1,1,1
990.8,1,1,1,1,1,1
990.9,1,1,1,1,1,1
991,1,1,1,1,1,1
991.1,1,1,1,1,1,1
991.2,1,1,1,1,1,1
991.3,1,1,1,1,1,1
991.4,1,1,1,1,1,1
991.5,1,1,1,1,1,1
991.6,1,1,1,1,1,1
991.7,1,1,1,1,1,1
991.8,1,1,1,1,1,1
991.9,1,1,1,1,1,1
992,1,1,1,1,1,1
992.1,1,1,1,1,1,1
992.2,1,1,1,1,1,1
992.3,1,1,1,1,1,1
992.4,1,1,1,1,1,1
992.5,1,1,1,1,1,1
992.6,1,1,1,1,1,1
992.7,1,1,1,1,1,1
992.8,1,1,1,1,1,1
992.9,1,1,1,1,1,1
993,1,1,1,1,1,1
993.1,1,1,1,1,1,1
993.2,1,1,1,1,1,1
993.3,1,1,1,1,1,1
993.4,1,1,1,1,1,1
993.5,1,1,1,1,1,1
993.6,1,1,1,1,1,1
993.7,1,1,1,1,1,1
993.8,1,1,1,1,1,1
993.9,1,1,1,1,1,1
994,1,1,1,1,1,1
994.1,1,1,1,1,1,1
994.2,1,1,1,1,1,1
994.3,1,1,1,1,1,1
994.4,1,1,1,1,1,1
994.5,1,1,1,1,1,1
994.6,1,1,1,1,1,1
994.7,1,1,1,1,1,1
994.8,1,1,1,1,1,1
994.9,1,1,1,1,1,1
995,1,1,1,1,1,1
995.1,1,1,1,1,1,1
995.2,1,1,1,1,1,1
995.3,1,1,1,1,1,1
995.4,1,1,1,1,1,1
995.5,1,1,1,1,1,1
995.6,1,1,1,1,1,1
995.7,1,1,1,1,1,1
995.8,1,1,1,1,1,1
995.9,1,1,1,1,1,1
996,1,1,1,1,1,1
996.1,1,1,1,1,1,1
996.2,1,1,1,1,1,1
996.3,1,1,1,1,1,1
996.4,1,1,1,1,1,1
996.5,1,1,1,1,1,1
996.6,1,1,1,1,1,1
996.7,1,1,1,1,1,1
996.8,1,1,1,1,1,1
996.9,1,1,1,1,1,1
997,1,1,1,1,1,1
997.1,1,1,1,1,1,1
997.2,1,1,1,1,1,1
997.3,1,1,1,1,1,1
997.4,1,1,1,1,1,1
997.5,1,1,1,1,1,1
997.6,1,1,1,1,1,1
997.7,1,1,1,1,1,1
997.8,1,1,1,1,1,1
997.9,1,1,1,1,1,1
998,1,1,1,1,1,1
998.1,1,1,1,1,1,1
998.2,1,1,1,1,1,1
998.3,1,1,1,1,1,1
998.4,1,1,1,1,1,1
998.5,1,1,1,1,1,1
998.6,1,1,1,1,1,1
998.7,1,1,1,1,1,1
998.8,1,1,1,1,1,1
998.9,1,1,1,1,1,1
999,1,1,1,1,1,1
999.1,1,1,1,1,1,1
999.2,1,1,1,1,1,1
999.3,1,1,1,1,1,1
999.4,1,1,1,1,1,1
999.5,1,1,1,1,1,1
999.6,1,1,1,1,1,1
999.7,1,1,1,1,1,1
999.8,1,1,1,1,1,1
999.9,1,1,1,1,1,1
1000,1,1,1,1,1,1
1000.1,1,1,1,1,1,1
1000.2,1,1,1,1,1,1
1000.3,1,1,1,1,1,1
1000.4,1,1,1,1,1,1
1000.5,1,1,1,1,1,1
1000.6,1,1,1,1,1,1
1000.7,1,1,1,1,1,1
1000.8,1,1,1,1,1,1
1000.9,1,1,1,1,1,1
1001,1,1,1,1,1,1
1001.1,1,1,1,1,1,1
1001.2,1,1,1,1,1,1
1001.3,1,1,1,1,1,1
1001.4,1,1,1,1,1,1
1001.5,1,1,1,1,1,1
1001.6,1,1,1,1,1,1
1001.7,1,1,1,1,1,1
1001.8,1,1,1,1,1,1
1001.9,1,1,1,1,1,1
1002,1,1,1,1,1,1
1002.1,1,1,1,1,1,1
1002.2,1,1,1,1,1,1
1002.3,1,1,1,1,1,1
1002.4,1,1,1,1,1,1
1002.5,1,1,1,1,1,1
1002.6,1,1,1,1,1,1
1002.7,1,1,1,1,1,1
1002.8,1,1,1,1,1,1
1002.9,1,1,1,1,1,1
1003,1,1,1,1,1,1
1003.1,1,1,1,1,1,1
1003.2,1,1,1,1,1,1
1003.3,1,1,1,1,1,1
1003.4,1,1,1,1,1,1
1003.5,1,1,1,1,1,1
1003.6,1,1,1,1,1,1
1003.7,1,1,1,1,1,1
1003.8,1,1,1,1,1,1
1003.9,1,1,1,1,1,1
1004,1,1,1,1,1,1
1004.1,1,1,1,1,1,1
1004.2,1,1,1,1,1,1
1004.3,1,1,1,1,1,1
1004.4,1,1,1,1,1,1
1004.5,1,1,1,1,1,1
1004.6,1,1,1,1,1,1
1004.7,1,1,1,1,1,1
1004.8,1,1,1,1,1,1
1004.9,1,1,1,1,1,1
1005,1,1,1,1,1,1
1005.1,1,1,1,1,1,1
1005.2,1,1,1,1,1,1
1005.3,1,1,1,1,1,1
1005.4,1,1,1,1,1,1
1005.5,1,1,1,1,1,1
1005.6,1,1,1,1,1,1
1005.7,1,1,1,1,1,1
1005.8,1,1,1,1,1,1
1005.9,1,1,1,1,1,1
1006,1,1,1,1,1,1
1006.1,1,1,1,1,1,1
1006.2,1,1,1,1,1,1
1006.3,1,1,1,1,1,1
1006.4,1,1,1,1,1,1
1006.5,1,1,1,1,1,1
1006.6,1,1,1,1,1,1
1006.7,1,1,1,1,1,1
1006.8,1,1,1,1,1,1
1006.9,1,1,1,1,1,1
1007,1,1,1,1,1,1
1007.1,1,1,1,1,1,1
1007.2,1,1,1,1,1,1
1007.3,1,1,1,1,1,1
1007.4,1,1,1,1,1,1
1007.5,1,1,1,1,1,1
1007.6,1,1,1,1,1,1
1007.7,1,1,1,1,1,1
1007.8,1,1,1,1,1,1
1007.9,1,1,1,1,1,1
1008,1,1,1,1,1,1
1008.1,1,1,1,1,1,1
1008.2,1,1,1,1,1,1
1008.3,1,1,1,1,1,1
1008.4,1,1,1,1,1,1
1008.5,1,1,1,1,1,1
1008.6,1,1,1,1,1,1
1008.7,1,1,1,1,1,1
1008.8,1,1,1,1,1,1
1008.9,1,1,1,1,1,1
1009,1,1,1,1,1,1
1009.1,1,1,1,1,1,1
1009.2,1,1,1,1,1,1
1009.3,1,1,1,1,1,1
1009.4,1,1,1,1,1,1
1009.5,1,1,1,1,1,1
1009.6,1,1,1,1,1,1
1009.7,1,1,1,1,1,1
1009.8,1,1,1,1,1,1
1009.9,1,1,1,1,1,1
1010,1,1,1,1,1,1
1010.1,1,1,1,1,1,1
1010.2,1,1,1,1,1,1
1010.3,1,1,1,1,1,1
1010.4,1,1,1,1,1,1
1010.5,1,1,1,1,1,1
1010.6,1,1,1,1,1,1
1010.7,1,1,1,1,1,1
1010.8,1,1,1,1,1,1
1010.9,1,1,1,1,1,1
1011,1,1,1,1,1,1
1011.1,1,1,1,1,1,1
1011.2,1,1,1,1,1,1
1011.3,1,1,1,1,1,1
1011.4,1,1,1,1,1,1
1011.5,1,1,1,1,1,1
1011.6,1,1,1,1,1,1
1011.7,1,1,1,1,1,1
1011.8,1,1,1,1,1,1
1011.9,1,1,1,1,1,1
1012,1,1,1,1,1,1
1012.1,1,1,1,1,1,1
1012.2,1,1,1,1,1,1
1012.3,1,1,1,1,1,1
1012.4,1,1,1,1,1,1
1012.5,1,1,1,1,1,1
1012.6,1,1,1,1,1,1
1012.7,1,1,1,1,1,1
1012.8,1,1,1,1,1,1
1012.9,1,1,1,1,1,1
1013,1,1,1,1,1,1
1013.1,1,1,1,1,1,1
1013.2,1,1,1,1,1,1
1013.3,1,1,1,1,1,1
1013.4,1,1,1,1,1,1
1013.5,1,1,1,1,1,1
1013.6,1,1,1,1,1,1
1013.7,1,1,1,1,1,1
1013.8,1,1,1,1,1,1
1013.9,1,1,1,1,1,1
1014,1,1,1,1,1,1
1014.1,1,1,1,1,1,1
1014.2,1,1,1,1,1,1
1014.3,1,1,1,1,1,1
1014.4,1,1,1,1,1,1
1014.5,1,1,1,1,1,1
1014.6,1,1,1,1,1,1
1014.7,1,1,1,1,1,1
1014.8,1,1,1,1,1,1
1014.9,1,1,1,1,1,1
1015,1,1,1,1,1,1
1015.1,1,1,1,1,1,1
1015.2,1,1,1,1,1,1
1015.3,1,1,1,1,1,1
1015.4,1,1,1,1,1,1
1015.5,1,1,1,1,1,1
1015.6,1,1,1,1,1,1
1015.7,1,1,1,1,1,1
1015.8,1,1,1,1,1,1
1015.9,1,1,1,1,1,1
1016,1,1,1,1,1,1
1016.1,1,1,1,1,1,1
1016.2,1,1,1,1,1,1
1016.3,1,1,1,1,1,1
