,Fx,Fy,Fz,Tx,Ty,Tz
312.3,1,1,1,1,1,1
312.4,1,1,1,1,1,1
312.5,1,1,1,1,1,1
312.6,1,1,1,1,1,1
312.7,1,1,1,1,1,1
312.8,1,1,1,1,1,1
312.9,1,1,1,1,1,1
313,1,1,1,1,1,1
313.1,1,1,1,1,1,1
313.2,1,1,1,1,1,1
313.3,1,1,1,1,1,1
313.4,1,1,1,1,1,1
313.5,1,1,1,1,1,1
313.6,1,1,1,1,1,1
313.7,1,1,1,1,1,1
313.8,1,1,1,1,1,1
313.9,1,1,1,1,1,1
314,1,1,1,1,1,1
314.1,1,1,1,1,1,1
314.2,1,1,1,1,1,1
314.3,1,1,1,1,1,1
314.4,1,1,1,1,1,1
314.5,1,1,1,1,1,1
314.6,1,1,1,1,1,1
314.7,1,1,1,1,1,1
314.8,1,1,1,1,1,1
314.9,1,1,1,1,1,1
315,1,1,1,1,1,1
315.1,1,1,1,1,1,1
315.2,1,1,1,1,1,1
315.3,1,1,1,1,1,1
315.4,1,1,1,1,1,1
315.5,1,1,1,1,1,1
315.6,1,1,1,1,1,1
315.7,1,1,1,1,1,1
315.8,1,1,1,1,1,1
315.9,1,1,1,1,1,1
316,1,1,1,1,1,1
316.1,1,1,1,1,1,1
316.2,1,1,1,1,1,1
316.3,1,1,1,1,1,1
316.4,1,1,1,1,1,1
316.5,1,1,1,1,1,1
316.6,1,1,1,1,1,1
316.7,1,1,1,1,1,1
316.8,1,1,1,1,1,1
316.9,1,1,1,1,1,1
317,1,1,1,1,1,1
317.1,1,1,1,1,1,1
317.2,1,1,1,1,1,1
317.3,1,1,1,1,1,1
317.4,1,1,1,1,1,1
317.5,1,1,1,1,1,1
317.6,1,1,1,1,1,1
317.7,1,1,1,1,1,1
317.8,1,1,1,1,1,1
317.9,1,1,1,1,1,1
318,1,1,1,1,1,1
318.1,1,1,1,1,1,1
318.2,1,1,1,1,1,1
318.3,1,1,1,1,1,1
318.4,1,1,1,1,1,1
318.5,1,1,1,1,1,1
318.6,1,1,1,1,1,1
318.7,1,1,1,1,1,1
318.8,1,1,1,1,1,1
318.9,1,1,1,1,1,1
319,1,1,1,1,1,1
319.1,1,1,1,1,1,1
319.2,1,1,1,1,1,1
319.3,1,1,1,1,1,1
319.4,1,1,1,1,1,1
319.5,1,1,1,1,1,1
319.6,1,1,1,1,1,1
319.7,1,1,1,1,1,1
319.8,1,1,1,1,1,1
319.9,1,1,1,1,1,1
320,1,1,1,1,1,1
320.1,1,1,1,1,1,1
320.2,1,1,1,1,1,1
320.3,1,1,1,1,1,1
320.4,1,1,1,1,1,1
320.5,1,1,1,1,1,1
320.6,1,1,1,1,1,1
320.7,1,1,1,1,1,1
320.8,1,1,1,1,1,1
320.9,1,1,1,1,1,1
321,1,1,1,1,1,1
321.1,1,1,1,1,1,1
321.2,1,1,1,1,1,1
321.3,1,1,1,1,1,1
321.4,1,1,1,1,1,1
321.5,1,1,1,1,1,1
321.6,1,1,1,1,1,1
321.7,1,1,1,1,1,1
321.8,1,1,1,1,1,1
321.9,1,1,1,1,1,1
322,1,1,1,1,1,1
322.1,1,1,1,1,1,1
322.2,1,1,1,1,1,1
322.3,1,1,1,1,1,1
322.4,1,1,1,1,1,1
322.5,1,1,1,1,1,1
322.6,1,1,1,1,1,1
322.7,1,1,1,1,1,1
322.8,1,1,1,1,1,1
322.9,1,1,1,1,1,1
323,1,1,1,1,1,1
323.1,1,1,1,1,1,1
323.2,1,1,1,1,1,1
323.3,1,1,1,1,1,1
323.4,1,1,1,1,1,1
323.5,1,1,1,1,1,1
323.6,1,1,1,1,1,1
323.7,1,1,1,1,1,1
323.8,1,1,1,1,1,1
323.9,1,1,1,1,1,1
324,1,1,1,1,1,1
324.1,1,1,1,1,1,1
324.2,1,1,1,1,1,1
324.3,1,1,1,1,1,1
324.4,1,1,1,1,1,1
324.5,1,1,1,1,1,1
324.6,1,1,1,1,1,1
324.7,1,1,1,1,1,1
324.8,1,1,1,1,1,1
324.9,1,1,1,1,1,1
325,1,1,1,1,1,1
325.1,1,1,1,1,1,1
325.2,1,1,1,1,1,1
325.3,1,1,1,1,1,1
325.4,1,1,1,1,1,1
325.5,1,1,1,1,1,1
325.6,1,1,1,1,1,1
325.7,1,1,1,1,1,1
325.8,1,1,1,1,1,1
325.9,1,1,1,1,1,1
326,1,1,1,1,1,1
326.1,1,1,1,1,1,1
326.2,1,1,1,1,1,1
326.3,1,1,1,1,1,1
326.4,1,1,1,1,1,1
326.5,1,1,1,1,1,1
326.6,1,1,1,1,1,1
326.7,1,1,1,1,1,1
326.8,1,1,1,1,1,1
326.9,1,1,1,1,1,1
327,1,1,1,1,1,1
327.1,1,1,1,1,1,1
327.2,1,1,1,1,1,1
327.3,1,1,1,1,1,1
327.4,1,1,1,1,1,1
327.5,1,1,1,1,1,1
327.6,1,1,1,1,1,1
327.7,1,1,1,1,1,1
327.8,1,1,1,1,1,1
327.9,1,1,1,1,1,1
328,1,1,1,1,1,1
328.1,1,1,1,1,1,1
328.2,1,1,1,1,1,1
328.3,1,1,1,1,1,1
328.4,1,1,1,1,1,1
328.5,1,1,1,1,1,1
328.6,1,1,1,1,1,1
328.7,1,1,1,1,1,1
328.8,1,1,1,1,1,1
328.9,1,1,1,1,1,1
329,1,1,1,1,1,1
329.1,1,1,1,1,1,1
329.2,1,1,1,1,1,1
329.3,1,1,1,1,1,1
329.4,1,1,1,1,1,1
329.5,1,1,1,1,1,1
329.6,1,1,1,1,1,1
329.7,1,1,1,1,1,1
329.8,1,1,1,1,1,1
329.9,1,1,1,1,1,1
330,1,1,1,1,1,1
330.1,1,1,1,1,1,1
330.2,1,1,1,1,1,1
330.3,1,1,1,1,1,1
330.4,1,1,1,1,1,1
330.5,1,1,1,1,1,1
330.6,1,1,1,1,1,1
330.7,1,1,1,1,1,1
330.8,1,1,1,1,1,1
330.9,1,1,1,1,1,1
331,1,1,1,1,1,1
331.1,1,1,1,1,1,1
331.2,1,1,1,1,1,1
331.3,1,1,1,1,1,1
331.4,1,1,1,1,1,1
331.5,1,1,1,1,1,1
331.6,1,1,1,1,1,1
331.7,1,1,1,1,1,1
331.8,1,1,1,1,1,1
331.9,1,1,1,1,1,1
332,1,1,1,1,1,1
332.1,1,1,1,1,1,1
332.2,1,1,1,1,1,1
332.3,1,1,1,1,1,1
332.4,1,1,1,1,1,1
332.5,1,1,1,1,1,1
332.6,1,1,1,1,1,1
332.7,1,1,1,1,1,1
332.8,1,1,1,1,1,1
332.9,1,1,1,1,1,1
333,1,1,1,1,1,1
333.1,1,1,1,1,1,1
333.2,1,1,1,1,1,1
333.3,1,1,1,1,1,1
333.4,1,1,1,1,1,1
333.5,1,1,1,1,1,1
333.6,1,1,1,1,1,1
333.7,1,1,1,1,1,1
333.8,1,1,1,1,1,1
333.9,1,1,1,1,1,1
334,1,1,1,1,1,1
334.1,1,1,1,1,1,1
334.2,1,1,1,1,1,1
334.3,1,1,1,1,1,1
334.4,1,1,1,1,1,1
334.5,1,1,1,1,1,1
334.6,1,1,1,1,1,1
334.7,1,1,1,1,1,1
334.8,1,1,1,1,1,1
334.9,1,1,1,1,1,1
335,1,1,1,1,1,1
335.1,1,1,1,1,1,1
335.2,1,1,1,1,1,1
335.3,1,1,1,1,1,1
335.4,1,1,1,1,1,1
335.5,1,1,1,1,1,1
335.6,1,1,1,1,1,1
335.7,1,1,1,1,1,1
335.8,1,1,1,1,1,1
335.9,1,1,1,1,1,1
336,1,1,1,1,1,1
336.1,1,1,1,1,1,1
336.2,1,1,1,1,1,1
336.3,1,1,1,1,1,1
336.4,1,1,1,1,1,1
336.5,1,1,1,1,1,1
336.6,1,1,1,1,1,1
336.7,1,1,1,1,1,1
336.8,1,1,1,1,1,1
336.9,1,1,1,1,1,1
337,1,1,1,1,1,1
337.1,1,1,1,1,1,1
337.2,1,1,1,1,1,1
337.3,1,1,1,1,1,1
337.4,1,1,1,1,1,1
337.5,1,1,1,1,1,1
337.6,1,1,1,1,1,1
337.7,1,1,1,1,1,1
337.8,1,1,1,1,1,1
337.9,1,1,1,1,1,1
338,1,1,1,1,1,1
338.1,1,1,1,1,1,1
338.2,1,1,1,1,1,1
338.3,1,1,1,1,1,1
338.4,1,1,1,1,1,1
338.5,1,1,1,1,1,1
338.6,1,1,1,1,1,1
338.7,1,1,1,1,1,1
338.8,1,1,1,1,1,1
338.9,1,1,1,1,1,1
339,1,1,1,1,1,1
339.1,1,1,1,1,1,1
339.2,1,1,1,1,1,1
339.3,1,1,1,1,1,1
339.4,1,1,1,1,1,1
339.5,1,1,1,1,1,1
339.6,1,1,1,1,1,1
339.7,1,1,1,1,1,1
339.8,1,1,1,1,1,1
339.9,1,1,1,1,1,1
340,1,1,1,1,1,1
340.1,1,1,1,1,1,1
340.2,1,1,1,1,1,1
340.3,1,1,1,1,1,1
340.4,1,1,1,1,1,1
340.5,1,1,1,1,1,1
340.6,1,1,1,1,1,1
340.7,1,1,1,1,1,1
340.8,1,1,1,1,1,1
340.9,1,1,1,1,1,1
341,1,1,1,1,1,1
341.1,1,1,1,1,1,1
341.2,1,1,1,1,1,1
341.3,1,1,1,1,1,1
341.4,1,1,1,1,1,1
341.5,1,1,1,1,1,1
341.6,1,1,1,1,1,1
341.7,1,1,1,1,1,1
341.8,1,1,1,1,1,1
341.9,1,1,1,1,1,1
342,1,1,1,1,1,1
342.1,1,1,1,1,1,1
342.2,1,1,1,1,1,1
342.3,1,1,1,1,1,1
342.4,1,1,1,1,1,1
342.5,1,1,1,1,1,1
342.6,1,1,1,1,1,1
342.7,1,1,1,1,1,1
342.8,1,1,1,1,1,1
342.9,1,1,1,1,1,1
343,1,1,1,1,1,1
343.1,1,1,1,1,1,1
343.2,1,1,1,1,1,1
343.3,1,1,1,1,1,1
343.4,1,1,1,1,1,1
343.5,1,1,1,1,1,1
343.6,1,1,1,1,1,1
343.7,1,1,1,1,1,1
343.8,1,1,1,1,1,1
343.9,1,1,1,1,1,1
344,1,1,1,1,1,1
344.1,1,1,1,1,1,1
344.2,1,1,1,1,1,1
344.3,1,1,1,1,1,1
344.4,1,1,1,1,1,1
344.5,1,1,1,1,1,1
344.6,1,1,1,1,1,1
344.7,1,1,1,1,1,1
344.8,1,1,1,1,1,1
344.9,1,1,1,1,1,1
345,1,1,1,1,1,1
345.1,1,1,1,1,1,1
345.2,1,1,1,1,1,1
345.3,1,1,1,1,1,1
345.4,1,1,1,1,1,1
345.5,1,1,1,1,1,1
345.6,1,1,1,1,1,1
345.7,1,1,1,1,1,1
345.8,1,1,1,1,1,1
345.9,1,1,1,1,1,1
346,1,1,1,1,1,1
346.1,1,1,1,1,1,1
346.2,1,1,1,1,1,1
346.3,1,1,1,1,1,1
346.4,1,1,1,1,1,1
346.5,1,1,1,1,1,1
346.6,1,1,1,1,1,1
346.7,1,1,1,1,1,1
346.8,1,1,1,1,1,1
346.9,1,1,1,1,1,1
347,1,1,1,1,1,1
347.1,1,1,1,1,1,1
347.2,1,1,1,1,1,1
347.3,1,1,1,1,1,1
347.4,1,1,1,1,1,1
347.5,1,1,1,1,1,1
347.6,1,1,1,1,1,1
347.7,1,1,1,1,1,1
347.8,1,1,1,1,1,1
347.9,1,1,1,1,1,1
348,1,1,1,1,1,1
348.1,1,1,1,1,1,1
348.2,1,1,1,1,1,1
348.3,1,1,1,1,1,1
348.4,1,1,1,1,1,1
348.5,1,1,1,1,1,1
348.6,1,1,1,1,1,1
348.7,1,1,1,1,1,1
348.8,1,1,1,1,1,1
348.9,1,1,1,1,1,1
349,1,1,1,1,1,1
349.1,1,1,1,1,1,1
349.2,1,1,1,1,1,1
349.3,1,1,1,1,1,1
349.4,1,1,1,1,1,1
349.5,1,1,1,1,1,1
349.6,1,1,1,1,1,1
349.7,1,1,1,1,1,1
349.8,1,1,1,1,1,1
349.9,1,1,1,1,1,1
350,1,1,1,1,1,1
350.1,1,1,1,1,1,1
350.2,1,1,1,1,1,1
350.3,1,1,1,1,1,1
350.4,1,1,1,1,1,1
350.5,1,1,1,1,1,1
350.6,1,1,1,1,1,1
350.7,1,1,1,1,1,1
350.8,1,1,1,1,1,1
350.9,1,1,1,1,1,1
351,1,1,1,1,1,1
351.1,1,1,1,1,1,1
351.2,1,1,1,1,1,1
351.3,1,1,1,1,1,1
351.4,1,1,1,1,1,1
351.5,1,1,1,1,1,1
351.6,1,1,1,1,1,1
351.7,1,1,1,1,1,1
351.8,1,1,1,1,1,1
351.9,1,1,1,1,1,1
352,1,1,1,1,1,1
352.1,1,1,1,1,1,1
352.2,1,1,1,1,1,1
352.3,1,1,1,1,1,1
352.4,1,1,1,1,1,1
352.5,1,1,1,1,1,1
352.6,1,1,1,1,1,1
352.7,1,1,1,1,1,1
352.8,1,1,1,1,1,1
352.9,1,1,1,1,1,1
353,1,1,1,1,1,1
353.1,1,1,1,1,1,1
353.2,1,1,1,1,1,1
353.3,1,1,1,1,1,1
353.4,1,1,1,1,1,1
353.5,1,1,1,1,1,1
353.6,1,1,1,1,1,1
353.7,1,1,1,1,1,1
353.8,1,1,1,1,1,1
353.9,1,1,1,1,1,1
354,1,1,1,1,1,1
354.1,1,1,1,1,1,1
354.2,1,1,1,1,1,1
354.3,1,1,1,1,1,1
354.4,1,1,1,1,1,1
354.5,1,1,1,1,1,1
354.6,1,1,1,1,1,1
354.7,1,1,1,1,1,1
354.8,1,1,1,1,1,1
354.9,1,1,1,1,1,1
355,1,1,1,1,1,1
355.1,1,1,1,1,1,1
355.2,1,1,1,1,1,1
355.3,1,1,1,1,1,1
355.4,1,1,1,1,1,1
355.5,1,1,1,1,1,1
355.6,1,1,1,1,1,1
355.7,1,1,1,1,1,1
355.8,1,1,1,1,1,1
355.9,1,1,1,1,1,1
356,1,1,1,1,1,1
356.1,1,1,1,1,1,1
356.2,1,1,1,1,1,1
356.3,1,1,1,1,1,1
356.4,1,1,1,1,1,1
356.5,1,1,1,1,1,1
356.6,1,1,1,1,1,1
356.7,1,1,1,1,1,1
356.8,1,1,1,1,1,1
356.9,1,1,1,1,1,1
357,1,1,1,1,1,1
357.1,1,1,1,1,1,1
357.2,1,1,1,1,1,1
357.3,1,1,1,1,1,1
357.4,1,1,1,1,1,1
357.5,1,1,1,1,1,1
357.6,1,1,1,1,1,1
357.7,1,1,1,1,1,1
357.8,1,1,1,1,1,1
357.9,1,1,1,1,1,1
358,1,1,1,1,1,1
358.1,1,1,1,1,1,1
358.2,1,1,1,1,1,1
358.3,1,1,1,1,1,1
358.4,1,1,1,1,1,1
358.5,1,1,1,1,1,1
358.6,1,1,1,1,1,1
358.7,1,1,1,1,1,1
358.8,1,1,1,1,1,1
358.9,1,1,1,1,1,1
359,1,1,1,1,1,1
359.1,1,1,1,1,1,1
359.2,1,1,1,1,1,1
359.3,1,1,1,1,1,1
359.4,1,1,1,1,1,1
359.5,1,1,1,1,1,1
359.6,1,1,1,1,1,1
359.7,1,1,1,1,1,1
359.8,1,1,1,1,1,1
359.9,1,1,1,1,1,1
360,1,1,1,1,1,1
360.1,1,1,1,1,1,1
360.2,1,1,1,1,1,1
360.3,1,1,1,1,1,1
360.4,1,1,1,1,1,1
360.5,1,1,1,1,1,1
360.6,1,1,1,1,1,1
360.7,1,1,1,1,1,1
360.8,1,1,1,1,1,1
360.9,1,1,1,1,1,1
361,1,1,1,1,1,1
361.1,1,1,1,1,1,1
361.2,1,1,1,1,1,1
361.3,1,1,1,1,1,1
361.4,1,1,1,1,1,1
361.5,1,1,1,1,1,1
361.6,1,1,1,1,1,1
361.7,1,1,1,1,1,1
361.8,1,1,1,1,1,1
361.9,1,1,1,1,1,1
362,1,1,1,1,1,1
362.1,1,1,1,1,1,1
362.2,1,1,1,1,1,1
362.3,1,1,1,1,1,1
362.4,1,1,1,1,1,1
362.5,1,1,1,1,1,1
362.6,1,1,1,1,1,1
362.7,1,1,1,1,1,1
362.8,1,1,1,1,1,1
362.9,1,1,1,1,1,1
363,1,1,1,1,1,1
363.1,1,1,1,1,1,1
363.2,1,1,1,1,1,1
363.3,1,1,1,1,1,1
363.4,1,1,1,1,1,1
363.5,1,1,1,1,1,1
363.6,1,1,1,1,1,1
363.7,1,1,1,1,1,1
363.8,1,1,1,1,1,1
363.9,1,1,1,1,1,1
364,1,1,1,1,1,1
364.1,1,1,1,1,1,1
364.2,1,1,1,1,1,1
364.3,1,1,1,1,1,1
364.4,1,1,1,1,1,1
364.5,1,1,1,1,1,1
364.6,1,1,1,1,1,1
364.7,1,1,1,1,1,1
364.8,1,1,1,1,1,1
364.9,1,1,1,1,1,1
365,1,1,1,1,1,1
365.1,1,1,1,1,1,1
365.2,1,1,1,1,1,1
365.3,1,1,1,1,1,1
365.4,1,1,1,1,1,1
365.5,1,1,1,1,1,1
365.6,1,1,1,1,1,1
365.7,1,1,1,1,1,1
365.8,1,1,1,1,1,1
365.9,1,1,1,1,1,1
366,1,1,1,1,1,1
366.1,1,1,1,1,1,1
366.2,1,1,1,1,1,1
366.3,1,1,1,1,1,1
366.4,1,1,1,1,1,1
366.5,1,1,1,1,1,1
366.6,1,1,1,1,1,1
366.7,1,1,1,1,1,1
366.8,1,1,1,1,1,1
366.9,1,1,1,1,1,1
367,1,1,1,1,1,1
367.1,1,1,1,1,1,1
367.2,1,1,1,1,1,1
367.3,1,1,1,1,1,1
367.4,1,1,1,1,1,1
367.5,1,1,1,1,1,1
367.6,1,1,1,1,1,1
367.7,1,1,1,1,1,1
367.8,1,1,1,1,1,1
367.9,1,1,1,1,1,1
368,1,1,1,1,1,1
368.1,1,1,1,1,1,1
368.2,1,1,1,1,1,1
368.3,1,1,1,1,1,1
368.4,1,1,1,1,1,1
368.5,1,1,1,1,1,1
368.6,1,1,1,1,1,1
368.7,1,1,1,1,1,1
368.8,1,1,1,1,1,1
368.9,1,1,1,1,1,1
369,1,1,1,1,1,1
369.1,1,1,1,1,1,1
369.2,1,1,1,1,1,1
369.3,1,1,1,1,1,1
369.4,1,1,1,1,1,1
369.5,1,1,1,1,1,1
369.6,1,1,1,1,1,1
369.7,1,1,1,1,1,1
369.8,1,1,1,1,1,1
369.9,1,1,1,1,1,1
370,1,1,1,1,1,1
370.1,1,1,1,1,1,1
370.2,1,1,1,1,1,1
370.3,1,1,1,1,1,1
370.4,1,1,1,1,1,1
370.5,1,1,1,1,1,1
370.6,1,1,1,1,1,1
370.7,1,1,1,1,1,1
370.8,1,1,1,1,1,1
370.9,1,1,1,1,1,1
371,1,1,1,1,1,1
371.1,1,1,1,1,1,1
371.2,1,1,1,1,1,1
371.3,1,1,1,1,1,1
371.4,1,1,1,1,1,1
371.5,1,1,1,1,1,1
371.6,1,1,1,1,1,1
371.7,1,1,1,1,1,1
371.8,1,1,1,1,1,1
371.9,1,1,1,1,1,1
372,1,1,1,1,1,1
372.1,1,1,1,1,1,1
372.2,1,1,1,1,1,1
372.3,1,1,1,1,1,1
372.4,1,1,1,1,1,1
372.5,1,1,1,1,1,1
372.6,1,1,1,1,1,1
372.7,1,1,1,1,1,1
372.8,1,1,1,1,1,1
372.9,1,1,1,1,1,1
373,1,1,1,1,1,1
373.1,1,1,1,1,1,1
373.2,1,1,1,1,1,1
373.3,1,1,1,1,1,1
373.4,1,1,1,1,1,1
373.5,1,1,1,1,1,1
373.6,1,1,1,1,1,1
373.7,1,1,1,1,1,1
373.8,1,1,1,1,1,1
373.9,1,1,1,1,1,1
374,1,1,1,1,1,1
374.1,1,1,1,1,1,1
374.2,1,1,1,1,1,1
374.3,1,1,1,1,1,1
374.4,1,1,1,1,1,1
374.5,1,1,1,1,1,1
374.6,1,1,1,1,1,1
374.7,1,1,1,1,1,1
374.8,1,1,1,1,1,1
374.9,1,1,1,1,1,1
375,1,1,1,1,1,1
375.1,1,1,1,1,1,1
375.2,1,1,1,1,1,1
375.3,1,1,1,1,1,1
375.4,1,1,1,1,1,1
375.5,1,1,1,1,1,1
375.6,1,1,1,1,1,1
375.7,1,1,1,1,1,1
375.8,1,1,1,1,1,1
375.9,1,1,1,1,1,1
376,1,1,1,1,1,1
376.1,1,1,1,1,1,1
376.2,1,1,1,1,1,1
376.3,1,1,1,1,1,1
376.4,1,1,1,1,1,1
376.5,1,1,1,1,1,1
376.6,1,1,1,1,1,1
376.7,1,1,1,1,1,1
376.8,1,1,1,1,1,1
376.9,1,1,1,1,1,1
377,1,1,1,1,1,1
377.1,1,1,1,1,1,1
377.2,1,1,1,1,1,1
377.3,1,1,1,1,1,1
377.4,1,1,1,1,1,1
377.5,1,1,1,1,1,1
377.6,1,1,1,1,1,1
377.7,1,1,1,1,1,1
377.8,1,1,1,1,1,1
377.9,1,1,1,1,1,1
378,1,1,1,1,1,1
378.1,1,1,1,1,1,1
378.2,1,1,1,1,1,1
378.3,1,1,1,1,1,1
378.4,1,1,1,1,1,1
378.5,1,1,1,1,1,1
378.6,1,1,1,1,1,1
378.7,1,1,1,1,1,1
378.8,1,1,1,1,1,1
378.9,1,1,1,1,1,1
379,1,1,1,1,1,1
379.1,1,1,1,1,1,1
379.2,1,1,1,1,1,1
379.3,1,1,1,1,1,1
379.4,1,1,1,1,1,1
379.5,1,1,1,1,1,1
379.6,1,1,1,1,1,1
379.7,1,1,1,1,1,1
379.8,1,1,1,1,1,1
379.9,1,1,1,1,1,1
380,1,1,1,1,1,1
380.1,1,1,1,1,1,1
380.2,1,1,1,1,1,1
380.3,1,1,1,1,1,1
380.4,1,1,1,1,1,1
380.5,1,1,1,1,1,1
380.6,1,1,1,1,1,1
380.7,1,1,1,1,1,1
380.8,1,1,1,1,1,1
380.9,1,1,1,1,1,1
381,1,1,1,1,1,1
381.1,1,1,1,1,1,1
381.2,1,1,1,1,1,1
381.3,1,1,1,1,1,1
381.4,1,1,1,1,1,1
381.5,1,1,1,1,1,1
381.6,1,1,1,1,1,1
381.7,1,1,1,1,1,1
381.8,1,1,1,1,1,1
381.9,1,1,1,1,1,1
382,1,1,1,1,1,1
382.1,1,1,1,1,1,1
382.2,1,1,1,1,1,1
382.3,1,1,1,1,1,1
382.4,1,1,1,1,1,1
382.5,1,1,1,1,1,1
382.6,1,1,1,1,1,1
382.7,1,1,1,1,1,1
382.8,1,1,1,1,1,1
382.9,1,1,1,1,1,1
383,1,1,1,1,1,1
383.1,1,1,1,1,1,1
383.2,1,1,1,1,1,1
383.3,1,1,1,1,1,1
383.4,1,1,1,1,1,1
383.5,1,1,1,1,1,1
383.6,1,1,1,1,1,1
383.7,1,1,1,1,1,1
383.8,1,1,1,1,1,1
383.9,1,1,1,1,1,1
384,1,1,1,1,1,1
384.1,1,1,1,1,1,1
384.2,1,1,1,1,1,1
384.3,1,1,1,1,1,1
384.4,1,1,1,1,1,1
384.5,1,1,1,1,1,1
384.6,1,1,1,1,1,1
384.7,1,1,1,1,1,1
384.8,1,1,1,1,1,1
384.9,1,1,1,1,1,1
385,1,1,1,1,1,1
385.1,1,1,1,1,1,1
385.2,1,1,1,1,1,1
385.3,1,1,1,1,1,1
385.4,1,1,1,1,1,1
385.5,1,1,1,1,1,1
385.6,1,1,1,1,1,1
385.7,1,1,1,1,1,1
385.8,1,1,1,1,1,1
385.9,1,1,1,1,1,1
386,1,1,1,1,1,1
386.1,1,1,1,1,1,1
386.2,1,1,1,1,1,1
386.3,1,1,1,1,1,1
386.4,1,1,1,1,1,1
386.5,1,1,1,1,1,1
386.6,1,1,1,1,1,1
386.7,1,1,1,1,1,1
386.8,1,1,1,1,1,1
386.9,1,1,1,1,1,1
387,1,1,1,1,1,1
387.1,1,1,1,1,1,1
387.2,1,1,1,1,1,1
387.3,1,1,1,1,1,1
387.4,1,1,1,1,1,1
387.5,1,1,1,1,1,1
387.6,1,1,1,1,1,1
387.7,1,1,1,1,1,1
387.8,1,1,1,1,1,1
387.9,1,1,1,1,1,1
388,1,1,1,1,1,1
388.1,1,1,1,1,1,1
388.2,1,1,1,1,1,1
388.3,1,1,1,1,1,1
388.4,1,1,1,1,1,1
388.5,1,1,1,1,1,1
388.6,1,1,1,1,1,1
388.7,1,1,1,1,1,1
388.8,1,1,1,1,1,1
388.9,1,1,1,1,1,1
389,1,1,1,1,1,1
389.1,1,1,1,1,1,1
389.2,1,1,1,1,1,1
389.3,1,1,1,1,1,1
389.4,1,1,1,1,1,1
389.5,1,1,1,1,1,1
389.6,1,1,1,1,1,1
389.7,1,1,1,1,1,1
389.8,1,1,1,1,1,1
389.9,1,1,1,1,1,1
390,1,1,1,1,1,1
390.1,1,1,1,1,1,1
390.2,1,1,1,1,1,1
390.3,1,1,1,1,1,1
390.4,1,1,1,1,1,1
390.5,1,1,1,1,1,1
390.6,1,1,1,1,1,1
390.7,1,1,1,1,1,1
390.8,1,1,1,1,1,1
390.9,1,1,1,1,1,1
391,1,1,1,1,1,1
391.1,1,1,1,1,1,1
391.2,1,1,1,1,1,1
391.3,1,1,1,1,1,1
391.4,1,1,1,1,1,1
391.5,1,1,1,1,1,1
391.6,1,1,1,1,1,1
391.7,1,1,1,1,1,1
391.8,1,1,1,1,1,1
391.9,1,1,1,1,1,1
392,1,1,1,1,1,1
392.1,1,1,1,1,1,1
392.2,1,1,1,1,1,1
392.3,1,1,1,1,1,1
392.4,1,1,1,1,1,1
392.5,1,1,1,1,1,1
392.6,1,1,1,1,1,1
392.7,1,1,1,1,1,1
392.8,1,1,1,1,1,1
392.9,1,1,1,1,1,1
393,1,1,1,1,1,1
393.1,1,1,1,1,1,1
393.2,1,1,1,1,1,1
393.3,1,1,1,1,1,1
393.4,1,1,1,1,1,1
393.5,1,1,1,1,1,1
393.6,1,1,1,1,1,1
393.7,1,1,1,1,1,1
393.8,1,1,1,1,1,1
393.9,1,1,1,1,1,1
394,1,1,1,1,1,1
394.1,1,1,1,1,1,1
394.2,1,1,1,1,1,1
394.3,1,1,1,1,1,1
394.4,1,1,1,1,1,1
394.5,1,1,1,1,1,1
394.6,1,1,1,1,1,1
394.7,1,1,1,1,1,1
394.8,1,1,1,1,1,1
394.9,1,1,1,1,1,1
395,1,1,1,1,1,1
395.1,1,1,1,1,1,1
395.2,1,1,1,1,1,1
395.3,1,1,1,1,1,1
395.4,1,1,1,1,1,1
395.5,1,1,1,1,1,1
395.6,1,1,1,1,1,1
395.7,1,1,1,1,1,1
395.8,1,1,1,1,1,1
395.9,1,1,1,1,1,1
396,1,1,1,1,1,1
396.1,1,1,1,1,1,1
396.2,1,1,1,1,1,1
396.3,1,1,1,1,1,1
396.4,1,1,1,1,1,1
396.5,1,1,1,1,1,1
396.6,1,1,1,1,1,1
396.7,1,1,1,1,1,1
396.8,1,1,1,1,1,1
396.9,1,1,1,1,1,1
397,1,1,1,1,1,1
397.1,1,1,1,1,1,1
397.2,1,1,1,1,1,1
397.3,1,1,1,1,1,1
397.4,1,1,1,1,1,1
397.5,1,1,1,1,1,1
397.6,1,1,1,1,1,1
397.7,1,1,1,1,1,1
397.8,1,1,1,1,1,1
397.9,1,1,1,1,1,1
398,1,1,1,1,1,1
398.1,1,1,1,1,1,1
398.2,1,1,1,1,1,1
398.3,1,1,1,1,1,1
398.4,1,1,1,1,1,1
398.5,1,1,1,1,1,1
398.6,1,1,1,1,1,1
398.7,1,1,1,1,1,1
398.8,1,1,1,1,1,1
398.9,1,1,1,1,1,1
399,1,1,1,1,1,1
399.1,1,1,1,1,1,1
399.2,1,1,1,1,1,1
399.3,1,1,1,1,1,1
399.4,1,1,1,1,1,1
399.5,1,1,1,1,1,1
399.6,1,1,1,1,1,1
399.7,1,1,1,1,1,1
399.8,1,1,1,1,1,1
399.9,1,1,1,1,1,1
400,1,1,1,1,1,1
400.1,1,1,1,1,1,1
400.2,1,1,1,1,1,1
400.3,1,1,1,1,1,1
400.4,1,1,1,1,1,1
400.5,1,1,1,1,1,1
400.6,1,1,1,1,1,1
